country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,continent
Cyprus,CYP,5/02/2021,32837,22813,10024,,1096,3.75,2.6,1.14,1251,Pfizer/BioNTech,Europe
Czechia,CZE,27/12/2020,1257,1257,,,,0.01,0.01,,,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,28/12/2020,3540,3540,,2283,2283,0.03,0.03,,213,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,29/12/2020,6997,6997,,3457,2870,0.07,0.07,,268,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,30/12/2020,10460,10460,,3463,3068,0.1,0.1,,286,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,31/12/2020,11764,11764,,1304,2627,0.11,0.11,,245,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,1/01/2021,12026,12026,,262,2154,0.11,0.11,,201,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,2/01/2021,13282,13282,,1256,2004,0.12,0.12,,187,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,3/01/2021,14197,14197,,915,1849,0.13,0.13,,173,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,4/01/2021,17763,17763,,3566,2032,0.17,0.17,,190,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,5/01/2021,22267,22267,,4504,2181,0.21,0.21,,204,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,6/01/2021,28064,28064,,5797,2515,0.26,0.26,,235,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,7/01/2021,35988,35988,,7924,3461,0.34,0.34,,323,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,8/01/2021,45921,45921,,9933,4842,0.43,0.43,,452,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,9/01/2021,47912,47912,,1991,4947,0.45,0.45,,462,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,10/01/2021,49623,49623,,1711,5061,0.46,0.46,,473,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,11/01/2021,59354,59354,,9731,5942,0.55,0.55,,555,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,12/01/2021,72693,72693,,13339,7204,0.68,0.68,,673,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,13/01/2021,86134,86134,,13441,8296,0.8,0.8,,775,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,14/01/2021,101140,101140,,15006,9307,0.94,0.94,,869,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,15/01/2021,114808,114808,,13668,9841,1.07,1.07,,919,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,16/01/2021,118122,118122,,3314,10030,1.1,1.1,,937,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,17/01/2021,121161,120539,622,3039,10220,1.13,1.13,0.01,954,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,18/01/2021,134920,132526,2394,13759,10795,1.26,1.24,0.02,1008,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,19/01/2021,149588,144511,5077,14668,10985,1.4,1.35,0.05,1026,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,20/01/2021,165054,157410,7644,15466,11274,1.54,1.47,0.07,1053,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,21/01/2021,181637,172288,9349,16583,11500,1.7,1.61,0.09,1074,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,22/01/2021,196928,186584,10344,15291,11731,1.84,1.74,0.1,1095,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,23/01/2021,200581,189401,11180,3653,11780,1.87,1.77,0.1,1100,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,24/01/2021,203637,191603,12034,3056,11782,1.9,1.79,0.11,1100,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,25/01/2021,215994,201056,14938,12357,11582,2.02,1.88,0.14,1082,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,26/01/2021,230183,211317,18866,14189,11514,2.15,1.97,0.18,1075,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,27/01/2021,243422,220100,23322,13239,11195,2.27,2.06,0.22,1045,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,28/01/2021,256449,227093,29356,13027,10687,2.39,2.12,0.27,998,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,29/01/2021,270151,233092,37059,13702,10460,2.52,2.18,0.35,977,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,30/01/2021,271932,233806,38126,1781,10193,2.54,2.18,0.36,952,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,31/01/2021,273747,234501,39246,1815,10016,2.56,2.19,0.37,935,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,1/02/2021,284934,238128,46806,11187,9849,2.66,2.22,0.44,920,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,2/02/2021,298628,241996,56632,13694,9778,2.79,2.26,0.53,913,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,3/02/2021,313569,246221,67348,14941,10021,2.93,2.3,0.63,936,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,4/02/2021,330298,250518,79780,16729,10550,3.08,2.34,0.74,985,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,5/02/2021,344009,254588,89421,13711,10551,3.21,2.38,0.84,985,"Moderna, Pfizer/BioNTech",Europe
Czechia,CZE,6/02/2021,346439,255380,91059,2430,10644,3.24,2.38,0.85,994,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,27/12/2020,6648,6648,,,,0.11,0.11,,,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,28/12/2020,8654,8654,,2006,2006,0.15,0.15,,346,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,29/12/2020,17786,17786,,9132,5569,0.31,0.31,,961,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,30/12/2020,29447,29447,,11661,7600,0.51,0.51,,1312,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,31/12/2020,35790,35790,,6343,7286,0.62,0.62,,1258,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,1/01/2021,38177,38177,,2387,6306,0.66,0.66,,1089,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,2/01/2021,47248,47248,,9071,6767,0.82,0.82,,1168,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,3/01/2021,53389,53389,,6141,6677,0.92,0.92,,1153,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,4/01/2021,55846,55846,,2457,6742,0.96,0.96,,1164,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,5/01/2021,69600,69600,,13754,7402,1.2,1.2,,1278,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,6/01/2021,89757,89757,,20157,8616,1.55,1.55,,1488,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,7/01/2021,107576,107576,,17819,10255,1.86,1.86,,1770,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,8/01/2021,116187,116187,,8611,11144,2.01,2.01,,1924,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,9/01/2021,118095,118095,,1908,10121,2.04,2.04,,1747,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,10/01/2021,118911,118911,,816,9360,2.05,2.05,,1616,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,11/01/2021,119570,119570,,659,9103,2.06,2.06,,1572,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,12/01/2021,120031,120031,,461,7204,2.07,2.07,,1244,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,13/01/2021,132761,132761,,12730,6143,2.29,2.29,,1061,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,14/01/2021,150702,150702,,17941,6161,2.6,2.6,,1064,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,15/01/2021,165912,165907,5,15210,7104,2.86,2.86,0,1226,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,16/01/2021,170522,170510,12,4610,7490,2.94,2.94,0,1293,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,17/01/2021,173789,173051,738,3267,7840,3,2.99,0.01,1354,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,18/01/2021,179826,176926,2900,6037,8608,3.1,3.05,0.05,1486,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,19/01/2021,184445,179418,5027,4619,9202,3.18,3.1,0.09,1589,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,20/01/2021,187881,180939,6942,3436,7874,3.24,3.12,0.12,1359,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,21/01/2021,191793,182468,9325,3912,5870,3.31,3.15,0.16,1013,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,22/01/2021,198176,183127,15049,6383,4609,3.42,3.16,0.26,796,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,23/01/2021,206132,183911,22221,7956,5087,3.56,3.18,0.38,878,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,24/01/2021,213405,184530,28875,7273,5659,3.68,3.19,0.5,977,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,25/01/2021,216123,184775,31348,2718,5185,3.73,3.19,0.54,895,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,26/01/2021,218110,184991,33119,1987,4809,3.77,3.19,0.57,830,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,27/01/2021,222732,185204,37528,4622,4979,3.85,3.2,0.65,860,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,28/01/2021,231104,185446,45658,8372,5616,3.99,3.2,0.79,970,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,29/01/2021,250309,186567,63742,19205,7448,4.32,3.22,1.1,1286,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,30/01/2021,264649,187806,76843,14340,8360,4.57,3.24,1.33,1443,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,31/01/2021,278229,189058,89171,13580,9261,4.8,3.26,1.54,1599,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,1/02/2021,286692,189802,96890,8463,10081,4.95,3.28,1.67,1740,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,2/02/2021,291713,191853,99860,5021,10515,5.04,3.31,1.72,1815,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,3/02/2021,299475,193410,106065,7762,10963,5.17,3.34,1.83,1893,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,4/02/2021,311700,194842,116858,12225,11514,5.38,3.36,2.02,1988,"Moderna, Pfizer/BioNTech",Europe
Denmark,DNK,5/02/2021,326109,196433,129676,14409,10829,5.63,3.39,2.24,1870,"Moderna, Pfizer/BioNTech",Europe
Ecuador,ECU,21/01/2021,0,0,,,,0,0,,,Pfizer/BioNTech,South America
Ecuador,ECU,22/01/2021,108,108,,108,108,0,0,,6,Pfizer/BioNTech,South America
Ecuador,ECU,23/01/2021,,,,,294,,,,17,Pfizer/BioNTech,South America
Ecuador,ECU,24/01/2021,,,,,355,,,,20,Pfizer/BioNTech,South America
Ecuador,ECU,25/01/2021,,,,,386,,,,22,Pfizer/BioNTech,South America
Ecuador,ECU,26/01/2021,,,,,405,,,,23,Pfizer/BioNTech,South America
Ecuador,ECU,27/01/2021,,,,,417,,,,24,Pfizer/BioNTech,South America
Ecuador,ECU,28/01/2021,2982,2982,,,426,0.02,0.02,,24,Pfizer/BioNTech,South America
Ecuador,ECU,29/01/2021,,,,,477,,,,27,Pfizer/BioNTech,South America
Ecuador,ECU,30/01/2021,,,,,475,,,,27,Pfizer/BioNTech,South America
Ecuador,ECU,31/01/2021,,,,,472,,,,27,Pfizer/BioNTech,South America
Ecuador,ECU,1/02/2021,,,,,470,,,,27,Pfizer/BioNTech,South America
Ecuador,ECU,2/02/2021,,,,,468,,,,27,Pfizer/BioNTech,South America
Ecuador,ECU,3/02/2021,,,,,466,,,,26,Pfizer/BioNTech,South America
Ecuador,ECU,4/02/2021,6228,6228,,,464,0.04,0.04,,26,Pfizer/BioNTech,South America
Egypt,EGY,24/01/2021,0,,,,,0,,,,Sinopharm,Africa
Egypt,EGY,25/01/2021,,,,,219,,,,2,Sinopharm,Africa
Egypt,EGY,26/01/2021,,,,,219,,,,2,Sinopharm,Africa
Egypt,EGY,27/01/2021,,,,,219,,,,2,Sinopharm,Africa
Egypt,EGY,28/01/2021,,,,,219,,,,2,Sinopharm,Africa
Egypt,EGY,29/01/2021,,,,,219,,,,2,Sinopharm,Africa
Egypt,EGY,30/01/2021,1315,,,,219,0,,,2,Sinopharm,Africa
England,,13/12/2020,55295,55295,,,,0.1,0.1,,,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,14/12/2020,,,,,74002,,,,1315,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,15/12/2020,,,,,74002,,,,1315,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,16/12/2020,,,,,74002,,,,1315,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,17/12/2020,,,,,74002,,,,1315,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,18/12/2020,,,,,74002,,,,1315,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,19/12/2020,,,,,74002,,,,1315,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,20/12/2020,573306,573306,,,74002,1.02,1.02,,1315,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,21/12/2020,,,,,68880,,,,1224,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,22/12/2020,,,,,63758,,,,1133,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,23/12/2020,,,,,58636,,,,1042,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,24/12/2020,,,,,53514,,,,951,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,25/12/2020,,,,,48393,,,,860,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,26/12/2020,,,,,43271,,,,769,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,27/12/2020,840349,840349,,,38149,1.49,1.49,,678,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,28/12/2020,,,,,39819,,,,707,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,29/12/2020,,,,,41489,,,,737,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,30/12/2020,,,,,43158,,,,767,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,31/12/2020,,,,,44828,,,,796,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,1/01/2021,,,,,46498,,,,826,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,2/01/2021,,,,,48168,,,,856,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,3/01/2021,1189212,1168717,20495,,49838,2.11,2.08,0.04,885,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,4/01/2021,,,,,66076,,,,1174,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,5/01/2021,,,,,82315,,,,1462,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,6/01/2021,,,,,98553,,,,1751,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,7/01/2021,,,,,114792,,,,2039,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,8/01/2021,,,,,131030,,,,2328,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,9/01/2021,,,,,147269,,,,2616,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,10/01/2021,2333764,1959151,374613,,163507,4.15,3.48,0.67,2905,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,11/01/2021,2474205,2080280,393925,140441,160212,4.4,3.7,0.7,2846,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,12/01/2021,2661850,2254556,407294,187645,163660,4.73,4.01,0.72,2908,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,13/01/2021,2910027,2494371,415656,248177,175756,5.17,4.43,0.74,3122,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,14/01/2021,3189674,2769164,420510,279647,192347,5.67,4.92,0.75,3417,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,15/01/2021,3514385,3090058,424327,324711,215377,6.24,5.49,0.75,3826,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,16/01/2021,3791594,3365492,426102,277209,231620,6.74,5.98,0.76,4115,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,17/01/2021,3947442,3520056,427386,155848,230525,7.01,6.25,0.76,4096,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,18/01/2021,4118342,3687206,431136,170900,234877,7.32,6.55,0.77,4173,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,19/01/2021,4419704,3985579,434125,301362,251122,7.85,7.08,0.77,4461,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,20/01/2021,4740578,4303730,436848,320874,261507,8.42,7.65,0.78,4646,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,21/01/2021,5100475,4661293,439182,359897,272972,9.06,8.28,0.78,4850,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,22/01/2021,5526071,5085771,440300,425596,287384,9.82,9.04,0.78,5106,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,23/01/2021,5970175,5529101,441074,444104,311226,10.61,9.82,0.78,5529,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,24/01/2021,6169377,5727693,441684,199202,317419,10.96,10.18,0.78,5639,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,25/01/2021,6405554,5962544,443010,236177,326745,11.38,10.59,0.79,5805,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,26/01/2021,6665861,6221850,444011,260307,320880,11.84,11.05,0.79,5701,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,27/01/2021,6918853,6473752,445101,252992,311182,12.29,11.5,0.79,5528,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,28/01/2021,7263317,6816945,446372,344464,308977,12.9,12.11,0.79,5489,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,29/01/2021,7701203,7253305,447898,437886,310733,13.68,12.89,0.8,5521,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,30/01/2021,8251146,7792996,458150,549943,325853,14.66,13.85,0.81,5789,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,31/01/2021,8543262,8082355,460907,292116,339126,15.18,14.36,0.82,6025,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,1/02/2021,8825371,8362868,462503,282109,345688,15.68,14.86,0.82,6142,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,2/02/2021,9126930,8663041,463889,301559,351581,16.21,15.39,0.82,6246,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,3/02/2021,9508006,9041835,466171,381076,369879,16.89,16.06,0.83,6571,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,4/02/2021,9899043,9430261,468782,391037,376532,17.59,16.75,0.83,6690,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
England,,5/02/2021,10302620,9831897,470723,403577,371631,18.3,17.47,0.84,6602,"Oxford/AstraZeneca, Pfizer/BioNTech",Europe
Estonia,EST,28/12/2020,207,,,,,0.02,,,,Pfizer/BioNTech,Europe
Estonia,EST,29/12/2020,516,,,309,309,0.04,,,233,Pfizer/BioNTech,Europe
Estonia,EST,30/12/2020,884,,,368,338,0.07,,,255,Pfizer/BioNTech,Europe
Estonia,EST,31/12/2020,1907,,,1023,567,0.14,,,427,Pfizer/BioNTech,Europe
Estonia,EST,1/01/2021,2487,,,580,570,0.19,,,430,Pfizer/BioNTech,Europe
Estonia,EST,2/01/2021,,,,,459,,,,346,Pfizer/BioNTech,Europe
Estonia,EST,3/01/2021,2517,,,,385,0.19,,,290,Pfizer/BioNTech,Europe
Estonia,EST,4/01/2021,2535,,,18,333,0.19,,,251,Pfizer/BioNTech,Europe
Estonia,EST,5/01/2021,3188,,,653,382,0.24,,,288,Pfizer/BioNTech,Europe
Estonia,EST,6/01/2021,5009,,,1821,589,0.38,,,444,Pfizer/BioNTech,Europe
Estonia,EST,7/01/2021,6632,,,1623,675,0.5,,,509,Pfizer/BioNTech,Europe
Estonia,EST,8/01/2021,7973,,,1341,784,0.6,,,591,Pfizer/BioNTech,Europe
Estonia,EST,9/01/2021,10197,,,2224,1099,0.77,,,828,Pfizer/BioNTech,Europe
Estonia,EST,10/01/2021,10749,,,552,1176,0.81,,,887,Pfizer/BioNTech,Europe
Estonia,EST,11/01/2021,10972,,,223,1205,0.83,,,908,Pfizer/BioNTech,Europe
Estonia,EST,12/01/2021,11896,,,924,1244,0.9,,,938,Pfizer/BioNTech,Europe
Estonia,EST,13/01/2021,13481,,,1585,1210,1.02,,,912,Pfizer/BioNTech,Europe
Estonia,EST,14/01/2021,14879,,,1398,1178,1.12,,,888,Pfizer/BioNTech,Europe
Estonia,EST,15/01/2021,16677,,,1798,1243,1.26,,,937,Pfizer/BioNTech,Europe
Estonia,EST,16/01/2021,17959,,,1282,1109,1.35,,,836,Pfizer/BioNTech,Europe
Estonia,EST,17/01/2021,18179,,,220,1061,1.37,,,800,Pfizer/BioNTech,Europe
Estonia,EST,18/01/2021,18275,,,96,1043,1.38,,,786,Pfizer/BioNTech,Europe
Estonia,EST,19/01/2021,19315,,,1040,1060,1.46,,,799,Pfizer/BioNTech,Europe
Estonia,EST,20/01/2021,20478,,,1163,1000,1.54,,,754,Pfizer/BioNTech,Europe
Estonia,EST,21/01/2021,21985,,,1507,1015,1.66,,,765,Pfizer/BioNTech,Europe
Estonia,EST,22/01/2021,24196,,,2211,1074,1.82,,,810,Pfizer/BioNTech,Europe
Estonia,EST,23/01/2021,25704,,,1508,1106,1.94,,,834,Pfizer/BioNTech,Europe
Estonia,EST,24/01/2021,25964,,,260,1112,1.96,,,838,Pfizer/BioNTech,Europe
Estonia,EST,25/01/2021,26126,,,162,1122,1.97,,,846,Pfizer/BioNTech,Europe
Estonia,EST,26/01/2021,27180,,,1054,1124,2.05,,,847,Pfizer/BioNTech,Europe
Estonia,EST,27/01/2021,29594,,,2414,1302,2.23,,,982,Pfizer/BioNTech,Europe
Estonia,EST,28/01/2021,31629,25415,6214,2035,1378,2.38,1.92,0.47,1039,Pfizer/BioNTech,Europe
Estonia,EST,29/01/2021,34019,26412,7607,2390,1403,2.56,1.99,0.57,1058,Pfizer/BioNTech,Europe
Estonia,EST,30/01/2021,37230,27633,9597,3211,1647,2.81,2.08,0.72,1242,Pfizer/BioNTech,Europe
Estonia,EST,31/01/2021,38055,27900,10155,825,1727,2.87,2.1,0.77,1302,Pfizer/BioNTech,Europe
Estonia,EST,1/02/2021,38594,28186,10408,539,1781,2.91,2.12,0.78,1343,Pfizer/BioNTech,Europe
Estonia,EST,2/02/2021,40217,28907,11310,1623,1862,3.03,2.18,0.85,1404,Pfizer/BioNTech,Europe
Estonia,EST,3/02/2021,43000,30158,12842,2783,1915,3.24,2.27,0.97,1444,Pfizer/BioNTech,Europe
Estonia,EST,4/02/2021,46194,31864,14330,3194,2081,3.48,2.4,1.08,1569,Pfizer/BioNTech,Europe
Estonia,EST,5/02/2021,49798,33927,15871,3604,2254,3.75,2.56,1.2,1699,Pfizer/BioNTech,Europe
Estonia,EST,6/02/2021,52868,35492,17376,3070,2234,3.99,2.68,1.31,1684,Pfizer/BioNTech,Europe
Faeroe Islands,FRO,29/01/2021,3994,3993,1,,,8.17,8.17,0,,Pfizer/BioNTech,Europe
Faeroe Islands,FRO,30/01/2021,,,,,83,,,,1699,Pfizer/BioNTech,Europe
Faeroe Islands,FRO,31/01/2021,,,,,83,,,,1699,Pfizer/BioNTech,Europe
Faeroe Islands,FRO,1/02/2021,,,,,83,,,,1699,Pfizer/BioNTech,Europe
Faeroe Islands,FRO,2/02/2021,,,,,83,,,,1699,Pfizer/BioNTech,Europe
Faeroe Islands,FRO,3/02/2021,,,,,83,,,,1699,Pfizer/BioNTech,Europe
Faeroe Islands,FRO,4/02/2021,,,,,83,,,,1699,Pfizer/BioNTech,Europe
Faeroe Islands,FRO,5/02/2021,,,,,83,,,,1699,Pfizer/BioNTech,Europe
Faeroe Islands,FRO,6/02/2021,4657,4051,606,,83,9.53,8.29,1.24,1699,Pfizer/BioNTech,Europe
Finland,FIN,31/12/2020,1767,,,,,0.03,,,,Pfizer/BioNTech,Europe
Finland,FIN,1/01/2021,,,,,459,,,,83,Pfizer/BioNTech,Europe
Finland,FIN,2/01/2021,,,,,459,,,,83,Pfizer/BioNTech,Europe
Finland,FIN,3/01/2021,,,,,459,,,,83,Pfizer/BioNTech,Europe
Finland,FIN,4/01/2021,3604,,,,459,0.07,,,83,Pfizer/BioNTech,Europe
Finland,FIN,5/01/2021,5445,,,1841,736,0.1,,,133,Pfizer/BioNTech,Europe
Finland,FIN,6/01/2021,,,,,839,,,,151,Pfizer/BioNTech,Europe
Finland,FIN,7/01/2021,8155,,,,913,0.15,,,165,Pfizer/BioNTech,Europe
Finland,FIN,8/01/2021,11135,,,2980,1273,0.2,,,230,Pfizer/BioNTech,Europe
Finland,FIN,9/01/2021,,,,,1353,,,,244,Pfizer/BioNTech,Europe
Finland,FIN,10/01/2021,,,,,1433,,,,259,Pfizer/BioNTech,Europe
Finland,FIN,11/01/2021,14196,,,,1513,0.26,,,273,Pfizer/BioNTech,Europe
Finland,FIN,12/01/2021,17617,,,3421,1739,0.32,,,314,Pfizer/BioNTech,Europe
Finland,FIN,13/01/2021,23126,,,5509,2332,0.42,,,421,Pfizer/BioNTech,Europe
Finland,FIN,14/01/2021,33033,,,9907,3554,0.6,,,641,Pfizer/BioNTech,Europe
Finland,FIN,15/01/2021,43143,,,10110,4573,0.78,,,825,Pfizer/BioNTech,Europe
Finland,FIN,16/01/2021,,,,,4971,,,,897,Pfizer/BioNTech,Europe
Finland,FIN,17/01/2021,,,,,5369,,,,969,Pfizer/BioNTech,Europe
Finland,FIN,18/01/2021,54568,,,,5767,0.98,,,1041,Pfizer/BioNTech,Europe
Finland,FIN,19/01/2021,55824,,,1256,5458,1.01,,,985,Pfizer/BioNTech,Europe
Finland,FIN,20/01/2021,62061,,,6237,5562,1.12,,,1004,Pfizer/BioNTech,Europe
Finland,FIN,21/01/2021,78300,,,16239,6467,1.41,,,1167,Pfizer/BioNTech,Europe
Finland,FIN,22/01/2021,91260,,,12960,6874,1.65,,,1241,Pfizer/BioNTech,Europe
Finland,FIN,23/01/2021,,,,,7253,,,,1309,Pfizer/BioNTech,Europe
Finland,FIN,24/01/2021,,,,,7633,,,,1378,Pfizer/BioNTech,Europe
Finland,FIN,25/01/2021,110651,106098,4553,,8012,2,1.91,0.08,1446,Pfizer/BioNTech,Europe
Finland,FIN,26/01/2021,117007,110047,6960,6356,8740,2.11,1.99,0.13,1577,Pfizer/BioNTech,Europe
Finland,FIN,27/01/2021,126910,117555,9355,9903,9264,2.29,2.12,0.17,1672,Pfizer/BioNTech,Europe
Finland,FIN,28/01/2021,138323,127783,10540,11413,8575,2.5,2.31,0.19,1548,Pfizer/BioNTech,Europe
Finland,FIN,29/01/2021,151790,137551,14239,13467,8647,2.74,2.48,0.26,1561,Pfizer/BioNTech,Europe
